iter	RMSE
284	0.4789193148
285	0.4788289069
286	0.4786709141
287	0.478401991
288	0.4782590908
289	0.4780421906
290	0.4777540856
291	0.4776546918
292	0.4775061383
293	0.4772481135
294	0.4770974158
295	0.4769601603
296	0.4768359437
297	0.4767691516
298	0.47667623
299	0.4765244534
300	0.4763927673
301	0.4762311258
302	0.4760908866
303	0.4760268398
304	0.4758167065
305	0.4756858973
306	0.4756345702
307	0.4755574865
308	0.4754522963
309	0.4754056219
310	0.4752495558
311	0.4751776034
312	0.4750596149
313	0.4749466768
314	0.4747938221
315	0.4747075031
316	0.4745766386
317	0.4745010581
318	0.4743240009
319	0.4741877781
320	0.4740782931
321	0.4739372023
322	0.4738322828
323	0.4737181663
324	0.4735766052
325	0.4733567046
326	0.4732063765
327	0.4731300592
328	0.4730557318
329	0.4729374656
330	0.4728665383
331	0.4727901014
332	0.4725410993
333	0.4723618472
334	0.4721489431
335	0.4720281847
336	0.4718872697
337	0.4717863476
338	0.4717091957
339	0.4715493776
340	0.4713921324
341	0.4712574274
342	0.470911519
343	0.4707678204
344	0.4706695423
345	0.4704690895
346	0.4703769119
347	0.4702669524
348	0.470131394
349	0.469945681
350	0.4698452609
351	0.4697272962
352	0.469652501
353	0.4695369573
354	0.469477018
355	0.4692570361
356	0.4691865989
357	0.4690650497
358	0.4689443186
359	0.4688282412
360	0.4686733042
361	0.4685527806
362	0.4683569082
363	0.468208831
364	0.4681177973
365	0.4680336411
366	0.4679244649
367	0.4678879287
368	0.4678036353
369	0.4676859658
370	0.4675744809
371	0.4675415552
372	0.4674590707
373	0.4673599814
374	0.4672767503
375	0.4671831251
376	0.4670972904
377	0.4669883235
378	0.4669361731
379	0.4668552544
380	0.4667699461
381	0.4666860244
382	0.4665352299
383	0.4664224632
384	0.4663302114
385	0.4661973139
386	0.4660868462
387	0.4658503232
388	0.4656486717
389	0.4655607084
390	0.4654161487
391	0.4652648702
392	0.465186388
393	0.4651253745
394	0.4650262658
395	0.4649113448
396	0.464718723
397	0.4646482536
398	0.4645550805
399	0.4644042703
400	0.4642815549
401	0.4642050663
402	0.4640800492
403	0.4639480096
404	0.4638020988
405	0.4636656608
406	0.463559506
407	0.4634382369
408	0.4633122114
409	0.4631051153
410	0.4630682603
411	0.4630052474
412	0.4629117692
413	0.4628632773
414	0.4627311878
415	0.4626865141
416	0.4626218779
417	0.4625198435
418	0.4624567267
419	0.4623738591
420	0.4622353698
421	0.4620735335
422	0.4619358216
423	0.4618046069
424	0.461726047
425	0.4615082892
426	0.4613944774
427	0.4612559317
428	0.4611167969
429	0.4610364532
430	0.46098384
431	0.4608998324
432	0.4607805885
433	0.460672138
434	0.4605710455
435	0.4604910358
436	0.4604136251
437	0.4603093717
438	0.4602125873
439	0.4600185334
440	0.4599327397
441	0.4598306266
442	0.4597814916
443	0.4595056113
444	0.4593558291
445	0.4592474041
446	0.4592062691
447	0.4591449209
448	0.4590936319
449	0.4590264015
450	0.4589334848
451	0.4588558798
452	0.458679397
453	0.4584730274
454	0.4583352643
455	0.458234296
456	0.4581932917
457	0.4579989392
458	0.4579796941
459	0.4578680554
460	0.4578249465
461	0.4577387102
462	0.4575750033
463	0.4574946151
464	0.4573924426
465	0.4573095587
466	0.4572579283
467	0.4571921649
468	0.4571060881
469	0.4570614512
470	0.4569701266
471	0.4568524815
472	0.4567789459
473	0.4566382787
474	0.456597034
475	0.4564448236
476	0.4563981615
477	0.4563537693
478	0.4562546605
479	0.4561660508
480	0.4561007481
481	0.4560682411
482	0.4559865224
483	0.4559068702
484	0.4558347286
485	0.4557400815
486	0.4556758947
487	0.4556191908
488	0.4555690803
489	0.4555101324
490	0.4554303044
491	0.4553765262
492	0.4552552977
493	0.4552175396
494	0.4551562477
495	0.4550905167
496	0.4549416421
497	0.4548139551
498	0.4547052622
499	0.4546196681
500	0.4545486056
501	0.4544436343
502	0.4543963828
503	0.4543107886
504	0.4541984882
505	0.4541551434
506	0.4540821105
507	0.4539973135
508	0.4539306614
509	0.4538523669
510	0.4537688867
511	0.453685995
512	0.4535918302
513	0.4535041552
514	0.4533944445
515	0.4533045634
516	0.4531779253
517	0.4531076072
518	0.4529561086
519	0.4528243118
520	0.4527172308
521	0.4526720904
522	0.4525590608
523	0.4524447352
524	0.4524353744
525	0.4523863631
526	0.4523243786
527	0.4522273201
528	0.4521544014
529	0.4520892632
530	0.4520205236
531	0.4519515072
532	0.4518836134
533	0.4517168976
534	0.4516285773
535	0.4515642474
536	0.4514731501
537	0.4513193746
538	0.4512478077
539	0.4511418101
540	0.4510218296
541	0.4509470944
542	0.4508610466
543	0.4507546518
544	0.450729648
545	0.450667404
546	0.450620155
547	0.450577077
548	0.4504643542
549	0.4503946776
550	0.4503604192
551	0.4502281221
552	0.450186456
553	0.450105313
554	0.4500416064
555	0.4499493317
556	0.4498124562
557	0.4497355526
558	0.4496829196
559	0.4496313325
560	0.4496230467
561	0.4495443192
562	0.4495025835
563	0.4494028576
564	0.449366825
565	0.4492866257
566	0.4491816637
567	0.4491179268
568	0.449068595
569	0.4489880736
570	0.448951326
571	0.4488364181
572	0.4487855621
573	0.4486859563
574	0.4486261733
575	0.4485634499
576	0.4485029599
577	0.4482889267
578	0.4482418486
579	0.4481314558
580	0.4479551206
581	0.4478823326
582	0.4478368271
583	0.4477063033
584	0.44762263
585	0.4475050337
586	0.4474140596
587	0.4473834227
588	0.4473108501
589	0.4472751649
590	0.4471713088
591	0.4470554656
592	0.4469301998
593	0.4468600555
594	0.4467348381
595	0.4466364978
596	0.4465861825
597	0.4465384002
598	0.4464482778
599	0.4463563308
600	0.4462676078
601	0.4460645808
602	0.4459947471
603	0.4459527737
604	0.4458592402
605	0.4457673288
606	0.4456831953
607	0.4456311156
608	0.4456021274
609	0.4455187483
610	0.4454334839
611	0.4453683195
612	0.4453491074
613	0.4452706099
614	0.445181746
615	0.4451220713
616	0.4450246957
617	0.4449805679
618	0.4448772456
619	0.4447943652
620	0.444741306
621	0.4446862644
622	0.4446618732
623	0.4446305751
624	0.4445179593
625	0.4443987148
626	0.4442904385
627	0.4442677925
628	0.4442170157
629	0.4441761308
630	0.4441450236
631	0.4440816156
632	0.4440577574
633	0.4439874653
634	0.4439174673
635	0.4438818153
636	0.4438044891
637	0.443767427
638	0.4437375524
639	0.4436878004
640	0.4436598232
641	0.4436041581
642	0.4435401832
643	0.4434658124
644	0.4433947618
645	0.4433578183
646	0.4433163549
647	0.4431741008
648	0.4431326698
649	0.4431124692
650	0.4430433128
651	0.4429947111
652	0.4429477979
653	0.4429141254
654	0.4427937073
655	0.4427379464
656	0.4426828201
657	0.4425909612
658	0.442560687
659	0.4424967031
660	0.4424688246
661	0.4423708239
662	0.4422989387
663	0.4422442545
664	0.4421199854
665	0.4420713469
666	0.4419734593
667	0.4419087904
668	0.441890619
669	0.4418425605
670	0.4417534743
671	0.4417072837
672	0.4416612771
673	0.4415902222
674	0.441550532
675	0.4415061729
676	0.4414349521
677	0.441373935
678	0.4413251969
679	0.4412477577
680	0.4411529241
681	0.4411297578
682	0.4409987588
683	0.4409503944
684	0.4408888625
685	0.4408556675
686	0.4407911582
687	0.4407545866
688	0.4406961997
689	0.4406467058
690	0.4405712762
691	0.4405459853
692	0.4404782912
693	0.4403674362
694	0.4403070411
695	0.4402140438
696	0.4400821787
697	0.4400134263
698	0.4399714865
699	0.4399258208
700	0.4398623118
701	0.4397839937
702	0.439697084
703	0.4396072565
704	0.4395798557
705	0.4395202926
706	0.4393907066
707	0.4393568007
708	0.4391998034
709	0.4391603222
710	0.4390890976
711	0.4390613205
712	0.4389960649
713	0.4389507531
714	0.4388836717
715	0.4388138999
716	0.4387511911
717	0.4387152051
718	0.438608038
719	0.4385801111
720	0.438552274
721	0.4384988668
722	0.4384719527
723	0.4384136307
724	0.4383799271
725	0.4382496914
726	0.4382087406
727	0.4381821238
728	0.4380748315
729	0.4379879523
730	0.437905824
731	0.437848794
732	0.4378358576
733	0.4377306414
734	0.4376769694
735	0.4375979967
736	0.4375399806
737	0.4374743812
738	0.4374318211
739	0.4373817978
740	0.4373230578
741	0.4372773216
742	0.4372403502
743	0.4371800623
744	0.4371292754
745	0.4370419419
746	0.4369630057
747	0.4368586783
748	0.4368448883
749	0.4367608532
750	0.4366928889
751	0.4366041228
752	0.4365905566
753	0.4364733706
754	0.4364158362
755	0.4363357962
756	0.4362831616
757	0.4362187059
758	0.4361429069
759	0.4359230946
760	0.4358726565
761	0.43584297
762	0.4357734366
763	0.4356837357
764	0.4356540748
765	0.4356084908
766	0.4354666313
767	0.4353787039
768	0.4353647627
769	0.4353324013
770	0.4352184905
771	0.4351525327
772	0.4350397516
773	0.4349936551
774	0.4349259732
775	0.4348396014
776	0.4347851739
777	0.4346952035
778	0.434630834
779	0.4345706636
780	0.4344865552
781	0.4344494616
782	0.4344240997
783	0.434360271
784	0.4342674903
785	0.4341612876
786	0.4341311978
787	0.4341031136
788	0.4340688895
789	0.4339182688
790	0.4338886425
791	0.4338512817
792	0.4337617637
793	0.4337154903
794	0.4336433871
795	0.4335817167
796	0.4335420979
797	0.4334881865
798	0.4334547993
799	0.4333365194
800	0.4332780081
801	0.4332096022
802	0.4331399246
803	0.4330591379
804	0.432984884
805	0.4328516394
806	0.4327892762
807	0.4327331926
808	0.4326883429
809	0.4326484435
810	0.4325877073
811	0.4325043644
812	0.4324724433
813	0.43238848
814	0.4323367812
815	0.4322004692
816	0.432133323
817	0.43206573
818	0.4320656475
819	0.4320045489
820	0.4319536329
821	0.4318934169
822	0.4318340509
823	0.4317193544
824	0.4317009652
825	0.4316545108
826	0.4315766041
827	0.4315347263
828	0.4314756778
829	0.4314299156
830	0.4313605381
831	0.4312692232
832	0.4311831373
833	0.4311655411
834	0.4311428096
835	0.4311055625
836	0.4310488091
837	0.4309525649
838	0.4309022079
839	0.4308341904
840	0.4307866342
841	0.4306971889
842	0.4306516852
843	0.4306053064
844	0.4305389859
845	0.4304941078
846	0.4304360594
847	0.4304036082
848	0.4303398917
849	0.4303039956
850	0.4302518462
851	0.4301896329
852	0.4301522083
853	0.4300634707
854	0.4299903752
855	0.4299046949
856	0.4298175444
857	0.4297724829
858	0.4297357871
859	0.4296828763
860	0.4296269361
861	0.4295246407
862	0.4294906782
863	0.4294660679
864	0.4294338005
865	0.4293757406
866	0.4293244282
867	0.4292386334
868	0.42919837
869	0.4290920784
870	0.4290190786
871	0.4289559277
872	0.4288762047
873	0.4288426599
874	0.4287993056
875	0.4287077123
876	0.4286529554
877	0.4286138626
878	0.4285828971
879	0.4285027836
880	0.4283781955
881	0.4283296428
882	0.4282718961
883	0.4282156576
884	0.4281900134
885	0.4281574725
886	0.4281247372
887	0.4280465224
888	0.4279906494
889	0.4278702129
890	0.4278107085
891	0.4277247922
892	0.427672389
893	0.427658795
894	0.4275951902
895	0.427578743
896	0.4275681235
897	0.4274529844
898	0.4273627192
899	0.4273565462
900	0.4272866198
901	0.4272266406
902	0.4270771007
903	0.4270671196
904	0.4269748089
905	0.4268417769
906	0.426809499
907	0.4267455973
908	0.4267032506
909	0.4266705011
910	0.4266066333
911	0.4265796096
912	0.4265035974
913	0.426398052
914	0.426346594
915	0.4263156069
916	0.4262853348
917	0.4262250815
918	0.4262141946
919	0.4261102774
920	0.4259956161
921	0.4259514612
922	0.4258891728
923	0.4258435073
924	0.4257639861
925	0.4256889575
926	0.4256565954
927	0.4255369111
928	0.4254842567
929	0.4254380114
930	0.425355089
931	0.4253012767
932	0.4252625588
933	0.4252210132
934	0.4251254037
935	0.4250734109
936	0.4250217194
937	0.4249863697
938	0.424920947
939	0.4248857544
940	0.424824546
941	0.4247846323
942	0.4247027251
943	0.4245663695
944	0.4244713977
945	0.4244149091
946	0.4243707297
947	0.4243358417
948	0.4243000528
949	0.424276415
950	0.4242493726
951	0.4242133454
952	0.4241955309
953	0.4241304784
954	0.4240789962
955	0.4240652445
956	0.4240462925
957	0.4239961064
958	0.4239127703
959	0.4238774627
960	0.4238599591
961	0.423815841
962	0.4237717959
963	0.4237434504
964	0.4236946014
965	0.4235832452
966	0.4235223521
967	0.4234953346
968	0.4234414535
969	0.4233945722
970	0.4233199278
971	0.4232779837
972	0.4231641989
973	0.4231111277
974	0.4230304537
975	0.4229548367
976	0.4229160152
977	0.422832169
978	0.4227449241
979	0.4226760012
980	0.4226415412
981	0.4225925202
982	0.4225217553
983	0.4225017983
984	0.4224644555
985	0.4224297358
986	0.4224181992
987	0.42238538
988	0.4223632904
989	0.4223118282
990	0.4222822435
991	0.4222594725
992	0.4221958036
993	0.4221389507
994	0.4221035923
995	0.4220569486
996	0.422013631
997	0.4219682247
998	0.4219220068
999	0.4218953468
