iter	RMSE
562	0.4495073616
563	0.4493739242
564	0.4492831215
565	0.4491879807
566	0.4491571782
567	0.4489518847
568	0.4488586784
569	0.4486808719
570	0.448622608
571	0.4485515546
572	0.4484870128
573	0.4483862437
574	0.4482671244
575	0.4481789239
576	0.4481535748
577	0.4481044069
578	0.4479674669
579	0.4478975997
580	0.4478390122
581	0.4477559842
582	0.447696851
583	0.4476401467
584	0.4475256139
585	0.447432023
586	0.4473882785
587	0.4473170023
588	0.447188321
589	0.4470572037
590	0.4470267499
591	0.4469816582
592	0.4468530815
593	0.4467726781
594	0.446664846
595	0.4466076735
596	0.4464928242
597	0.446398784
598	0.446317738
599	0.446238054
600	0.4461749814
601	0.4460389004
602	0.4459309939
603	0.4458019646
604	0.4457267943
605	0.4456288399
606	0.4455817709
607	0.4454823084
608	0.4453792298
609	0.4453451458
610	0.4452069948
611	0.4450293047
612	0.4449748426
613	0.4448559729
614	0.4448035642
615	0.4447793618
616	0.4447008976
617	0.4446457748
618	0.4445543153
619	0.4445213067
620	0.4444501346
621	0.4443583762
622	0.4442926067
623	0.4442152874
624	0.4441467726
625	0.4440161848
626	0.4439661262
627	0.4439079016
628	0.4438535045
629	0.4437545631
630	0.4437030976
631	0.4436407265
632	0.4435586124
633	0.443488649
634	0.4433925475
635	0.4433247974
636	0.4432535566
637	0.4432048771
638	0.4431530245
639	0.443043358
640	0.4429576019
641	0.4429203348
642	0.4428811771
643	0.4427451468
644	0.4426669406
645	0.442597529
646	0.4425454173
647	0.442511932
648	0.4424586507
649	0.4424024607
650	0.4423526805
651	0.442268097
652	0.44220241
653	0.44215051
654	0.4421034292
655	0.4420268276
656	0.4419432809
657	0.4418407402
658	0.4417989973
659	0.4417691062
660	0.4417041361
661	0.4416498507
662	0.4416023574
663	0.4415584747
664	0.4414993214
665	0.441382823
666	0.4413014194
667	0.441260552
668	0.4412112495
669	0.4411629323
670	0.441047249
671	0.4409941678
672	0.4409468999
673	0.440882733
674	0.4408497226
675	0.4408317813
676	0.4407495116
677	0.4406892102
678	0.4406338618
679	0.4405813352
680	0.4405449477
681	0.4404682709
682	0.4403942759
683	0.4403439957
684	0.440228663
685	0.4401548693
686	0.4400316808
687	0.4399900781
688	0.4399541037
689	0.4399094924
690	0.4398665997
691	0.4398339082
692	0.4397899926
693	0.4397295114
694	0.4396802403
695	0.4395960804
696	0.4395580235
697	0.4394836032
698	0.4394225505
699	0.4393428725
700	0.4393018566
701	0.4392121897
702	0.439144951
703	0.4390836039
704	0.4390360263
705	0.4388843075
706	0.4388381719
707	0.4388087447
708	0.438786837
709	0.4387652018
710	0.4387359907
711	0.4386909707
712	0.4386462054
713	0.4385548102
714	0.4385166293
715	0.4384729767
716	0.4384186714
717	0.4383875935
718	0.4383203754
719	0.4381983725
720	0.4381570444
721	0.4380518709
722	0.4379681789
723	0.4379037394
724	0.4378405826
725	0.4378172378
726	0.4376775909
727	0.4376460098
728	0.4375436542
729	0.4374548841
730	0.4373991336
731	0.4373780772
732	0.4373243488
733	0.4372710083
734	0.4371944408
735	0.4371375798
736	0.4370933
737	0.4370376056
738	0.4369843508
739	0.4369160552
740	0.436854034
741	0.4367980387
742	0.4366886198
743	0.4366639198
744	0.4365925186
745	0.4365376717
746	0.4364592121
747	0.4362826082
748	0.4361744567
749	0.4361018533
750	0.4360443441
751	0.4360327592
752	0.4359302175
753	0.4358929526
754	0.4358185117
755	0.4357880284
756	0.4357510217
757	0.4356331172
758	0.4355636605
759	0.4354781243
760	0.4354183213
761	0.4353727727
762	0.4353275853
763	0.4352677689
764	0.4352322482
765	0.4351834049
766	0.4351493761
767	0.4350757475
768	0.4349698036
769	0.4349364534
770	0.4349026893
771	0.4347999295
772	0.4346942892
773	0.4345832863
774	0.4344955406
775	0.4344215253
776	0.4343542736
777	0.4343180626
778	0.4342760559
779	0.4341678577
780	0.4341255556
781	0.4340426415
782	0.433964075
783	0.4339144162
784	0.4338837465
785	0.4338543915
786	0.4338158093
787	0.4336744381
788	0.4335665898
789	0.4335276418
790	0.433433551
791	0.433367302
792	0.4332677451
793	0.4331983207
794	0.4331587676
795	0.4330404577
796	0.4329555144
797	0.4328557862
798	0.4327882111
799	0.4326775619
800	0.4326096424
801	0.4324999391
802	0.4324607614
803	0.4323111922
804	0.4322523555
805	0.4321834256
806	0.4321235077
807	0.4320288844
808	0.4319252172
809	0.4318603991
810	0.4316693633
811	0.4315701117
812	0.4315058434
813	0.4314151235
814	0.4313846536
815	0.4312387767
816	0.4312037629
817	0.4311486864
818	0.4310977546
819	0.4310635701
820	0.4309753176
821	0.4308927376
822	0.4308524347
823	0.4307995625
824	0.4307225701
825	0.430678662
826	0.4306469636
827	0.4305092682
828	0.4304998706
829	0.4304394029
830	0.4304109494
831	0.430386145
832	0.4303625792
833	0.4303110587
834	0.4302763056
835	0.4302233514
836	0.4301200548
837	0.4300953225
838	0.4299795854
839	0.4299277089
840	0.4298994804
841	0.4298605066
842	0.4297949835
843	0.4297731619
844	0.429739712
845	0.4296946749
846	0.429660241
847	0.429596574
848	0.4295615334
849	0.4295306255
850	0.4294808802
851	0.4294222156
852	0.4292684304
853	0.4291603648
854	0.4290961806
855	0.4289873403
856	0.4289304023
857	0.4288483543
858	0.4287966408
859	0.4287228225
860	0.4286429935
861	0.4285884549
862	0.4285446803
863	0.4284602159
864	0.428418656
865	0.428347349
866	0.4282527375
867	0.4281860019
868	0.4280689388
869	0.4280331358
870	0.4279390461
871	0.427882253
872	0.4278308255
873	0.4277997765
874	0.427763041
875	0.4276782534
876	0.4276301132
877	0.427561347
878	0.4274546847
879	0.4273205468
880	0.4272727381
881	0.4272225771
882	0.4271684778
883	0.4271018166
884	0.4269751979
885	0.4268607541
886	0.4268144965
887	0.4267617691
888	0.4267373561
889	0.4266616278
890	0.4266118401
891	0.4265370574
892	0.4265017201
893	0.4264758586
894	0.4264376517
895	0.4263899221
896	0.4263695077
897	0.4263298102
898	0.4263160405
899	0.4262812688
900	0.4262305668
901	0.4261443596
902	0.4261264132
903	0.4260581906
904	0.4260058606
905	0.4259237238
906	0.425850878
907	0.4257758031
908	0.4257403282
909	0.4256439919
910	0.4255959423
911	0.425549321
912	0.4255010371
913	0.425461238
914	0.4254038726
915	0.425377979
916	0.4253400704
917	0.4253029703
918	0.4252914091
919	0.4252515915
920	0.4251945013
921	0.4251211842
922	0.4251063529
923	0.4250543971
924	0.425006279
925	0.4249203872
926	0.4248522519
927	0.4247828986
928	0.4247406019
929	0.4247031909
930	0.4246718731
931	0.4246335873
932	0.4244978424
933	0.4244369546
934	0.4243416272
935	0.4242540007
936	0.4241113484
937	0.4240774017
938	0.424055633
939	0.4240177611
940	0.4239582541
941	0.4239140804
942	0.4238375172
943	0.42381237
944	0.4236102778
945	0.4235424208
946	0.423457775
947	0.4234363625
948	0.4233753784
949	0.4233609325
950	0.423307922
951	0.4232533932
952	0.4231756543
953	0.4231008678
954	0.4230128281
955	0.4229695729
956	0.4229529893
957	0.4229149948
958	0.4228768568
959	0.4228485258
960	0.4228099846
961	0.4227386351
962	0.4227003479
963	0.422658143
964	0.4225495373
965	0.422494472
966	0.4223944681
967	0.42233814
968	0.4222827738
969	0.422218702
970	0.4221886444
971	0.4221580665
972	0.4219951267
973	0.4219056289
974	0.4218512099
975	0.4218119479
976	0.4217676378
977	0.4217200444
978	0.4216811835
979	0.4216474991
980	0.4215877032
981	0.4215593016
982	0.4215183175
983	0.421466131
984	0.421432669
985	0.4213945552
986	0.421333266
987	0.4212954041
988	0.4212530818
989	0.4211877624
990	0.4211362912
991	0.4210735896
992	0.4210425776
993	0.4209862805
994	0.4209467949
995	0.4208951594
996	0.42086514
997	0.4208276886
998	0.4208076021
999	0.420644803
