iter	Passed	Remaining
290	285064	694538
291	286020	693500
292	286916	692320
293	287827	691178
294	288698	689940
295	289579	688729
296	290477	687561
297	291383	686413
298	292361	685435
299	293289	684341
300	294235	683291
301	295527	683039
302	296719	682553
303	297829	681873
304	298780	680827
305	299722	679761
306	300748	678887
307	301618	677662
308	302431	676311
309	303552	675648
310	304565	674745
311	305417	673485
312	306442	672606
313	307524	671853
314	309261	672520
315	310751	672639
316	311654	671483
317	312388	669965
318	313230	668682
319	314177	667626
320	315131	666586
321	316055	665483
322	316999	664422
323	318005	663493
324	318951	662437
325	320037	661673
326	321360	661394
327	322873	661497
328	324079	660964
329	325212	660279
330	326173	659244
331	326987	657915
332	327956	656898
333	328951	655934
334	329827	654732
335	330648	653424
336	331586	652350
337	332411	651055
338	333361	650006
339	335101	650490
340	336755	650797
341	337714	649754
342	338886	649120
343	339810	648010
344	340639	646720
345	341512	645517
346	342374	644294
347	343295	643185
348	344320	642270
349	345280	641235
350	346263	640241
351	347667	640025
352	349090	639834
353	350030	638756
354	350891	637535
355	351807	636415
356	352756	635357
357	353654	634206
358	354497	632960
359	355455	631920
360	356330	630734
361	357157	629465
362	357963	628161
363	358852	627005
364	359752	625870
365	361286	625834
366	362679	625548
367	363586	624420
368	364407	623147
369	365215	621853
370	366155	620787
371	367213	619920
372	368092	618749
373	369171	617917
374	369992	616654
375	370750	615287
376	371582	614048
377	372274	612579
378	373752	612402
379	375235	612226
380	376285	611340
381	377163	610175
382	377979	608911
383	378817	607686
384	379613	606395
385	380445	605164
386	381457	604220
387	382333	603061
388	383296	602041
389	384184	600904
390	385042	599720
391	386670	599734
392	388270	599695
393	389102	598467
394	389763	596980
395	390608	595775
396	391583	594772
397	392665	593931
398	393460	592656
399	394319	591479
400	395388	590618
401	396355	589604
402	397063	588205
403	398059	587235
404	399654	587147
405	401319	587151
406	402120	585890
407	403143	584953
408	404227	584103
409	405999	584242
410	407418	583867
411	408313	582738
412	409243	581661
413	410117	580504
414	411272	579745
415	413069	579886
416	414358	579306
417	415387	578362
418	416306	577265
419	417060	575940
420	418013	574892
421	418786	573598
422	419721	572528
423	420930	571829
424	421868	570763
425	422882	569799
426	424016	568995
427	425911	569209
428	427091	568459
429	427856	567158
430	428730	566004
431	429658	564920
432	430689	563973
433	431725	563033
434	432833	562186
435	433718	561048
436	434604	559914
437	435434	558708
438	436099	557293
439	437195	556430
440	438707	556093
441	439954	555417
442	440792	554223
443	441792	553235
444	442730	552169
445	443765	551224
446	444622	550059
447	445602	549045
448	446583	548034
449	447441	546872
450	448325	545744
451	449290	544715
452	450258	543689
453	451824	543383
454	453303	542967
455	454267	541933
456	455249	540920
457	456191	539859
458	457225	538908
459	458212	537901
460	459054	536724
461	460122	535813
462	461110	534809
463	462010	533701
464	463247	532983
465	464746	532563
466	465924	531772
467	466940	530795
468	467886	529739
469	468864	528719
470	469817	527671
471	470692	526537
472	471586	525424
473	472495	524329
474	473418	523251
475	474179	521995
476	475189	521015
477	476495	520357
478	478024	519938
479	479314	519257
480	480145	518078
481	481105	517038
482	482025	515957
483	482881	514807
484	483775	513700
485	484706	512631
486	485587	511512
487	486524	510451
488	487552	509487
489	488623	508567
490	490526	508508
491	491912	507909
492	492851	506846
493	493825	505821
494	494744	504739
495	495690	503685
496	496600	502595
497	497379	501374
498	498360	500357
499	499471	499471
500	500381	498383
501	501268	497274
502	502296	496304
503	504013	496013
504	505106	495104
505	506054	494053
506	506882	492886
507	507933	491935
508	508902	490905
509	509798	489806
510	510786	488796
511	511813	487822
512	512920	486924
513	514026	486025
514	515175	485165
515	516942	484883
516	518000	483934
517	518994	482925
518	519999	481926
519	520892	480823
520	521787	479724
521	522761	478696
522	523717	477654
523	524682	476619
524	525786	475711
525	526599	474540
526	527688	473618
527	529250	473118
528	530839	472637
529	531621	471437
530	532777	470570
531	533780	469566
532	534992	468745
533	536193	467914
534	537118	466840
535	538109	465825
536	539041	464760
537	540037	463749
538	540940	462659
539	542724	462320
540	543936	461491
541	544981	460519
542	546051	459567
543	546988	458505
544	547972	457481
545	549013	456505
546	549899	455401
547	550926	454413
548	551943	453418
549	552872	452350
550	554327	451711
551	555923	451184
552	556896	450149
553	557834	449087
554	558847	448084
555	559824	447054
556	560819	446037
557	561900	445089
558	563040	444187
559	563956	443108
560	564883	442038
561	565986	441107
562	567660	440617
563	569585	440317
564	570681	439374
565	571849	438484
566	572618	437290
567	573599	436259
568	574468	435141
569	575547	434184
570	576533	433157
571	577599	432189
572	578489	431090
573	579731	430253
574	581542	429835
575	582714	428942
576	583741	427942
577	584854	427004
578	585776	425927
579	586966	425044
580	587952	424013
581	588911	422963
582	589945	421967
583	590755	420811
584	591720	419767
585	593217	419099
586	594771	418467
587	595970	417584
588	596914	416523
589	597927	415508
590	599107	414610
591	600227	413670
592	601152	412595
593	602134	411560
594	603219	410595
595	604258	409597
596	605326	408620
597	606783	407904
598	608477	407344
599	609318	406212
600	610164	405084
601	611205	404085
602	612031	402946
603	613288	402089
604	614238	401031
605	615167	399960
606	616019	398839
607	617150	397899
608	618000	396778
609	619047	395784
610	620833	395260
611	622281	394518
612	623143	393404
613	624186	392403
614	625217	391396
615	626388	390476
616	627296	389391
617	628217	388315
618	629312	387347
619	630222	386265
620	631117	385175
621	632767	384543
622	634564	383998
623	635651	383020
624	636553	381931
625	637652	380961
626	638670	379942
627	639652	378902
628	640646	377869
629	641640	376836
630	642699	375841
631	643878	374916
632	644955	373931
633	646705	373334
634	648007	372476
635	648987	371432
636	649903	370353
637	650716	369215
638	651475	368048
639	652544	367056
640	653420	365956
641	654312	364865
642	655324	363842
643	656339	362821
644	657711	361996
645	659436	361362
646	660872	360568
647	661954	359580
648	662803	358465
649	663759	357408
650	664591	356286
651	665462	355185
652	666543	354197
653	667425	353102
654	668426	352071
655	669499	351079
656	670429	350011
657	671925	349237
658	673593	348551
659	674599	347521
660	675675	346526
661	676686	345498
662	677509	344375
663	678490	343332
664	679486	342297
665	680436	341239
666	681381	340179
667	682386	339150
668	683304	338077
669	684564	337173
670	686102	336405
671	686982	335312
672	688032	334304
673	689111	333309
674	690200	332318
675	691055	331215
676	692163	330234
677	693150	329195
678	693910	328048
679	694886	327005
680	695810	325937
681	697049	325017
682	698950	324403
683	700895	323805
684	702191	322905
685	703104	321829
686	704218	320844
687	705259	319826
688	706144	318738
689	707271	317759
690	708392	316777
691	709244	315675
692	709976	314520
693	710830	313420
694	712338	312608
695	714076	311895
696	715212	310917
697	716310	309922
698	717263	308864
699	718066	307742
700	718962	306661
701	720020	305649
702	721106	304649
703	722274	303683
704	723239	302631
705	724239	301595
706	726025	300884
707	727499	300042
708	728358	298945
709	729407	297926
710	730351	296865
711	731313	295812
712	732343	294786
713	733398	293770
714	734176	292643
715	735200	291615
716	736151	290559
717	737085	289495
718	738728	288710
719	740481	287964
720	741645	286989
721	742882	286040
722	744011	285050
723	745123	284052
724	746270	283068
725	747133	281976
726	748518	281080
727	749603	280071
728	751189	279248
729	752867	278457
730	753940	277441
731	755109	276460
732	756181	275444
733	757244	274423
734	758234	273377
735	759238	272335
736	760194	271276
737	761231	270247
738	762174	269184
739	763299	268186
740	765184	267453
741	766716	266594
742	767794	265576
743	768809	264536
744	769839	263502
745	770766	262432
746	771790	261396
747	772883	260383
748	773965	259366
749	774755	258251
750	775537	257135
751	776595	256111
752	778396	255330
753	779646	254367
754	780661	253327
755	781522	252237
756	782513	251189
757	783601	250173
758	784540	249109
759	785475	248044
760	786285	246941
761	787107	245841
762	788146	244810
763	789221	243790
764	791242	243061
765	792587	242121
766	793822	241148
767	794928	240134
768	796051	239126
769	797170	238115
770	798240	237090
771	799274	236055
772	800281	235011
773	801424	234007
774	802961	233117
775	804567	232246
776	805811	231268
777	806835	230228
778	807735	229152
779	808884	228146
780	809799	227075
781	810943	226068
782	811962	225026
783	812690	223904
784	813770	222879
785	814818	221846
786	816177	220896
787	818355	220166
788	819408	219132
789	820299	218054
790	821139	216963
791	822385	215980
792	823434	214944
793	824305	213862
794	825157	212776
795	826194	211738
796	827301	210718
797	828320	209675
798	829904	208774
799	831623	207905
800	832651	206863
801	833642	205811
802	834736	204785
803	835881	203772
804	836912	202730
805	838021	201707
806	838918	200633
807	840110	199630
808	841092	198576
809	842928	197723
810	844557	196820
811	845550	195767
812	846632	194735
813	847421	193636
814	848332	192566
815	849364	191523
816	849965	190384
817	850895	189319
818	851896	188270
819	852782	187196
820	853768	186144
821	854684	185077
822	855967	184090
823	857550	183166
824	858552	182117
825	859476	181051
826	860500	180007
827	861616	178983
828	862506	177911
829	863592	176880
830	864507	175814
831	865684	174801
832	866589	173734
833	867658	172699
834	869296	171777
835	870908	170848
836	871977	169811
837	872927	168752
838	873906	167698
839	874906	166648
840	875931	165604
841	876989	164565
842	878027	163523
843	879052	162478
844	880165	161450
845	882215	160592
846	883500	159593
847	884336	158513
848	885344	157464
849	886188	156386
850	887126	155325
851	888130	154276
852	889131	153226
853	890124	152175
854	891056	151114
855	892069	150067
856	892915	148992
857	894243	147998
858	895963	147067
859	897195	146055
860	898122	144993
861	899168	143950
862	900058	142883
863	901265	141865
864	902296	140820
865	903256	139764
866	904284	138719
867	905301	137672
868	906359	136631
869	907852	135656
870	909069	134638
871	910089	133591
872	911101	132542
873	912039	131483
874	912976	130425
875	913858	129359
876	914656	128281
877	915604	127225
878	916732	126194
879	917840	125160
880	918993	124131
881	920524	123154
882	921929	122158
883	922657	121072
884	923586	120014
885	924610	118967
886	925528	117908
887	926625	116871
888	927711	115833
889	928646	114776
890	929546	113715
891	930475	112658
892	931184	111575
893	932510	110566
894	933915	109565
895	935288	108560
896	936224	107503
897	937216	106454
898	938107	105393
899	938936	104326
900	939984	103283
901	940790	102214
902	941743	101161
903	942582	100097
904	943410	99032
905	944266	97970
906	945637	96961
907	947150	95966
908	948138	94918
909	949132	93870
910	949829	92793
911	950761	91740
912	951656	90683
913	952493	89621
914	953534	88579
915	954356	87517
916	955422	86477
917	956452	85434
918	957317	84377
919	958608	83357
920	960113	82354
921	961217	81317
922	962101	80261
923	962881	79198
924	963823	78147
925	964573	77082
926	965606	76040
927	966456	74983
928	967495	73942
929	968584	72904
930	969570	71858
931	970417	70802
932	971775	69784
933	973236	68772
934	974062	67715
935	975005	66667
936	975917	65616
937	976685	64557
938	977522	63502
939	978211	62439
940	979047	61385
941	980060	60343
942	980965	59294
943	982004	58254
944	983042	57214
945	984784	56213
946	986107	55188
947	987117	54145
948	988070	53099
949	989088	52057
950	990775	51049
951	992095	50021
952	992923	48968
953	993761	47917
954	994685	46869
955	995482	45817
956	996705	44784
957	998404	43771
958	999383	42726
959	1000472	41686
960	1001325	40636
961	1002245	39589
962	1003165	38543
963	1003941	37491
964	1004888	36446
965	1005734	35398
966	1006579	34350
967	1007432	33303
968	1008338	32258
969	1009809	31231
970	1011585	30212
971	1012573	29168
972	1013459	28122
973	1014396	27078
974	1015353	26034
975	1016404	24993
976	1017271	23948
977	1018017	22900
978	1018953	21857
979	1020081	20817
980	1020897	19772
981	1022126	18735
982	1023890	17707
983	1025008	16666
984	1026067	15625
985	1026972	14581
986	1028127	13541
987	1029055	12498
988	1029915	11455
989	1030710	10411
990	1031662	9369
991	1032674	8328
992	1033679	7286
993	1034845	6246
994	1036517	5208
995	1037757	4167
996	1038655	3125
997	1039484	2083
998	1040277	1041
999	1041314	0
